BSSID,First time seen,Last time seen,channel,Speed,Privacy,Cipher,Authentication,Power,# beacons,# IV,LAN IP,ID-length,ESSID,Key
8E:04:FF:ED:A9:40,2016-02-27 07:12:58,2016-02-27 07:12:58,1,54,WPA2,CCMP,PSK,-48,1,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
FC:15:B4:A8:CA:35,2016-02-27 07:13:08,2016-02-27 07:13:08,6,54,WPA2,CCMP,PSK,-78,1,0,0.  0.  0.  0,30,HP-Print-35-Officejet Pro 8610,
90:C7:92:32:E7:60,2016-02-27 07:13:08,2016-02-27 07:13:12,6,54,WPA2,CCMP TKIP,PSK,-74,3,3,0.  0.  0.  0,9,HOME-E762,
84:C9:B2:54:C6:F5,2016-02-27 07:13:06,2016-02-27 07:13:06,5,54,WPA,CCMP TKIP,PSK,-74,1,0,0.  0.  0.  0,15,Wee Ones Parade,
00:71:C2:AA:E5:70,2016-02-27 07:13:08,2016-02-27 07:13:12,6,54,WPA2 WPA,CCMP TKIP,PSK,-74,2,0,0.  0.  0.  0,7,hoey2.4,
5A:23:8C:E4:7D:05,2016-02-27 07:13:08,2016-02-27 07:13:08,11,54,OPN,,,-72,1,0,0.  0.  0.  0,11,xfinitywifi,
96:C7:92:32:E7:60,2016-02-27 07:13:08,2016-02-27 07:13:12,6,54,OPN,,,-72,3,0,0.  0.  0.  0,11,xfinitywifi,
44:32:C8:D0:73:10,2016-02-27 07:13:07,2016-02-27 07:13:12,11,54,WPA2 WPA,CCMP TKIP,PSK,-70,3,0,0.  0.  0.  0,9,HOME-7310,
92:C7:92:1E:D3:30,2016-02-27 07:13:07,2016-02-27 07:13:12,11,54,WPA2,CCMP,PSK,-70,4,0,0.  0.  0.  0,0,,
92:C7:92:32:E7:60,2016-02-27 07:13:08,2016-02-27 07:13:12,6,54,WPA2,CCMP,PSK,-72,3,0,0.  0.  0.  0,0,,
46:32:C8:D0:73:11,2016-02-27 07:13:08,2016-02-27 07:13:12,11,54,WPA2,CCMP,PSK,-70,2,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
90:C7:92:1E:D3:30,2016-02-27 07:13:08,2016-02-27 07:13:13,11,54,WPA2,CCMP,PSK,-71,3,0,0.  0.  0.  0,12,NormanTheCat,
96:C7:92:1E:D3:30,2016-02-27 07:13:08,2016-02-27 07:13:08,11,54,OPN,,,-70,1,0,0.  0.  0.  0,11,xfinitywifi,
94:44:52:F7:42:E7,2016-02-27 07:13:08,2016-02-27 07:13:12,6,54,WPA2 WPA,CCMP,PSK,-70,1,0,0.  0.  0.  0,3,KCD,
C0:4A:00:77:F3:14,2016-02-27 07:13:08,2016-02-27 07:13:12,6,54,WPA2 WPA,CCMP,PSK,-70,2,0,0.  0.  0.  0,8,equinoks,
00:71:C2:AA:E5:72,2016-02-27 07:13:08,2016-02-27 07:13:08,6,54,OPN,,,-70,1,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:61:EE:2A,2016-02-27 07:13:05,2016-02-27 07:13:13,1,54,OPN,,,-67,5,0,0.  0.  0.  0,11,xfinitywifi,
02:15:99:A9:A5:B8,2016-02-27 07:13:05,2016-02-27 07:13:13,7,54,WPA2,CCMP,PSK,-68,2,0,0.  0.  0.  0,16,DIRECT-HnML-2160,
DC:85:DE:C1:12:15,2016-02-27 07:13:04,2016-02-27 07:13:07,10,54,OPN,,,-67,2,0,0.  0.  0.  0,8,WMc11215,
00:71:C2:61:EE:29,2016-02-27 07:13:05,2016-02-27 07:13:13,1,54,WPA2 WPA,CCMP TKIP,PSK,-62,4,0,0.  0.  0.  0,0,,
04:A1:51:23:5B:B3,2016-02-27 07:13:08,2016-02-27 07:13:12,11,54,WPA2,CCMP,PSK,-66,1,0,0.  0.  0.  0,19,TrilogyChiropractic,
F6:ED:A5:62:46:40,2016-02-27 07:13:08,2016-02-27 07:13:12,11,54,OPN,,,-63,3,0,0.  0.  0.  0,11,xfinitywifi,
AE:34:26:25:AC:C6,2016-02-27 07:13:04,2016-02-27 07:13:13,1,54,OPN,,,-58,3,0,0.  0.  0.  0,11,xfinitywifi,
90:EF:68:05:51:D9,2016-02-27 07:13:05,2016-02-27 07:13:05,1,54,WPA2 WPA,CCMP TKIP,PSK,-62,0,0,0.  0.  0.  0,11,FeedTheMoon,
FA:8F:CA:69:3B:B1,2016-02-27 07:13:08,2016-02-27 07:13:12,11,54,OPN,,,-58,3,0,0.  0.  0.  0,0,,
FA:8F:CA:61:6E:4B,2016-02-27 07:13:08,2016-02-27 07:13:08,11,54,OPN,,,-56,1,0,0.  0.  0.  0,0,,
AA:66:7F:C5:EC:B0,2016-02-27 07:13:05,2016-02-27 07:13:13,1,54,WPA2,CCMP,PSK,-52,5,78,0.  0.  0.  0,11,Adam.Tucker,
A0:A3:E2:21:6C:85,2016-02-27 07:13:08,2016-02-27 07:13:13,1,54,WPA2 WPA,CCMP TKIP,PSK,-53,4,0,0.  0.  0.  0,7,CarBear,
CE:35:40:48:10:F2,2016-02-27 07:13:05,2016-02-27 07:13:13,1,54,WPA2,CCMP,PSK,-52,4,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
CC:35:40:48:10:F1,2016-02-27 07:13:05,2016-02-27 07:13:13,1,54,WPA2 WPA,CCMP TKIP,PSK,-52,1,0,0.  0.  0.  0,10,VZ-Seattle,
CE:35:40:48:10:F3,2016-02-27 07:13:05,2016-02-27 07:13:13,1,54,OPN,,,-50,3,0,0.  0.  0.  0,11,xfinitywifi,
6C:B0:CE:76:24:9C,2016-02-27 07:13:04,2016-02-27 07:13:12,6,54,WPA2,CCMP,PSK,-48,3,0,0.  0.  0.  0,9,NETGEAR30,
20:4E:7F:A0:B3:82,2016-02-27 07:13:09,2016-02-27 07:13:09,8,54,WEP,WEP,,-48,1,0,0.  0.  0.  0,13,WHAT UP WAZZU,
8C:04:FF:ED:A9:4F,2016-02-27 07:13:04,2016-02-27 07:13:13,1,54,WPA2 WPA,CCMP TKIP,PSK,-46,5,0,0.  0.  0.  0,9,HOME-A94F,
8E:04:FF:ED:A9:40,2016-02-27 07:13:04,2016-02-27 07:13:09,1,54,WPA2,CCMP,PSK,-46,4,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
8E:04:FF:ED:A9:41,2016-02-27 07:13:04,2016-02-27 07:13:04,1,54,OPN,,,-46,1,0,0.  0.  0.  0,11,xfinitywifi,
10:5F:06:72:78:35,2016-02-27 07:13:04,2016-02-27 07:13:12,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,4,0,0.  0.  0.  0,15,CenturyLink5546,
10:86:8C:44:07:8E,2016-02-27 07:13:08,2016-02-27 07:13:08,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,1,0,0.  0.  0.  0,5,Roxie,
12:86:8C:44:07:8E,2016-02-27 07:13:08,2016-02-27 07:13:08,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,1,0,0.  0.  0.  0,0,,
22:86:8C:44:07:8E,2016-02-27 07:13:04,2016-02-27 07:13:11,11,54,OPN,,,-44,2,0,0.  0.  0.  0,11,xfinitywifi,
C0:3F:0E:25:1C:3A,2016-02-27 07:13:08,2016-02-27 07:13:13,1,54,WPA2 WPA,CCMP TKIP,PSK,-44,3,0,0.  0.  0.  0,8,TheLofts,
14:CC:20:C7:CE:FE,2016-02-27 07:13:04,2016-02-27 07:13:12,5,54,WPA2 WPA,CCMP,PSK,-42,6,9,0.  0.  0.  0,9,Devil Dog,
D0:BF:9C:51:8E:3E,2016-02-27 07:13:05,2016-02-27 07:13:10,8,54,WPA2,CCMP,PSK,-38,4,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
40:8B:07:23:86:B5,2016-02-27 07:13:05,2016-02-27 07:13:13,6,54,WPA2,CCMP TKIP,PSK,-29,4,140,0.  0.  0.  0,4,SPQR,
C0:3F:0E:09:75:A4,2016-02-27 07:13:04,2016-02-27 07:13:12,11,54,WPA2 WPA,CCMP TKIP,PSK,-28,4,5,0.  0.  0.  0,4,64oz,
74:85:2A:97:5B:08,2016-02-27 07:13:04,2016-02-27 07:13:12,8,54,WPA2,CCMP,PSK,-12,7,0,0.  0.  0.  0,6,Walrus,
74:85:2A:97:5B:09,2016-02-27 07:13:05,2016-02-27 07:13:12,8,54,WPA2 WPA,CCMP TKIP,PSK,-13,9,0,0.  0.  0.  0,0,,
74:85:2A:97:5B:0A,2016-02-27 07:13:06,2016-02-27 07:13:12,8,54,OPN,,,-11,5,0,0.  0.  0.  0,11,xfinitywifi,
00:25:00:FF:94:73,2016-02-27 07:13:08,2016-02-27 07:13:08,-1,-1,,,,-1,0,0,0.  0.  0.  0,0,,
40:4A:03:DE:C0:D3,2016-02-27 07:13:10,2016-02-27 07:13:10,3,54,WPA2 WPA,CCMP TKIP,PSK,-64,1,0,0.  0.  0.  0,8,KitKatKo,
94:57:A5:C6:0A:4C,2016-02-27 07:13:11,2016-02-27 07:13:11,11,54,WPA2,CCMP,PSK,-68,1,0,0.  0.  0.  0,29,DIRECT-4B-HP ENVY 4520 series,
A2:E4:CB:56:21:6C,2016-02-27 07:13:11,2016-02-27 07:13:11,9,54,WPA2,CCMP TKIP,PSK,-64,1,0,0.  0.  0.  0,13,TiggleBitties,
EC:1A:59:3B:91:66,2016-02-27 07:13:12,2016-02-27 07:13:12,11,54,WPA2,CCMP,PSK,-70,2,0,0.  0.  0.  0,10,belkin.166,
F2:ED:A5:62:46:40,2016-02-27 07:13:12,2016-02-27 07:13:12,11,54,WPA2,CCMP,PSK,-62,1,0,0.  0.  0.  0,0,,
00:71:C2:6F:D6:20,2016-02-27 07:13:12,2016-02-27 07:13:12,6,54,WPA2 WPA,CCMP TKIP,PSK,-76,1,0,0.  0.  0.  0,13,HOME-308A-2.4,
08:62:66:40:16:A0,2016-02-27 07:13:12,2016-02-27 07:13:12,6,54,WPA2,CCMP,PSK,-76,1,0,0.  0.  0.  0,7,KLSulli,
00:71:C2:6F:D6:20,2016-02-27 07:13:20,2016-02-27 07:13:27,6,54,WPA2 WPA,CCMP TKIP,PSK,-77,4,0,0.  0.  0.  0,13,HOME-308A-2.4,
54:BE:F7:DC:37:78,2016-02-27 07:13:23,2016-02-27 07:13:27,6,54,WPA2 WPA,CCMP TKIP,PSK,-75,3,0,0.  0.  0.  0,13,HOME-F4A1-2.4,
FC:15:B4:A8:CA:35,2016-02-27 07:13:20,2016-02-27 07:13:23,6,54,WPA2,CCMP,PSK,-76,2,0,0.  0.  0.  0,30,HP-Print-35-Officejet Pro 8610,
08:62:66:40:16:A0,2016-02-27 07:13:20,2016-02-27 07:13:27,6,54,WPA2,CCMP,PSK,-75,3,0,0.  0.  0.  0,7,KLSulli,
00:71:C2:AA:E5:72,2016-02-27 07:13:20,2016-02-27 07:13:28,6,54,OPN,,,-73,5,0,0.  0.  0.  0,11,xfinitywifi,
92:C7:92:32:E7:60,2016-02-27 07:13:20,2016-02-27 07:13:27,6,54,WPA2,CCMP,PSK,-72,3,0,0.  0.  0.  0,0,,
96:C7:92:32:E7:60,2016-02-27 07:13:20,2016-02-27 07:13:27,6,54,OPN,,,-70,5,0,0.  0.  0.  0,11,xfinitywifi,
5A:23:8C:E4:7D:05,2016-02-27 07:13:23,2016-02-27 07:13:23,11,54,OPN,,,-72,1,0,0.  0.  0.  0,11,xfinitywifi,
94:44:52:F7:42:E7,2016-02-27 07:13:23,2016-02-27 07:13:23,6,54,WPA2 WPA,CCMP,PSK,-72,1,0,0.  0.  0.  0,3,KCD,
96:C7:92:1E:D3:30,2016-02-27 07:13:19,2016-02-27 07:13:27,11,54,OPN,,,-68,4,0,0.  0.  0.  0,11,xfinitywifi,
90:C7:92:32:E7:60,2016-02-27 07:13:19,2016-02-27 07:13:26,6,54,WPA2,CCMP TKIP,PSK,-71,4,0,0.  0.  0.  0,9,HOME-E762,
44:32:C8:D0:73:10,2016-02-27 07:13:19,2016-02-27 07:13:27,11,54,WPA2 WPA,CCMP TKIP,PSK,-70,2,1,0.  0.  0.  0,9,HOME-7310,
92:C7:92:1E:D3:30,2016-02-27 07:13:19,2016-02-27 07:13:27,11,54,WPA2,CCMP,PSK,-70,6,0,0.  0.  0.  0,0,,
02:15:99:A9:A5:B8,2016-02-27 07:13:20,2016-02-27 07:13:28,7,54,WPA2,CCMP,PSK,-70,2,0,0.  0.  0.  0,16,DIRECT-HnML-2160,
46:32:C8:D0:73:11,2016-02-27 07:13:19,2016-02-27 07:13:27,11,54,WPA2,CCMP,PSK,-68,3,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
90:C7:92:1E:D3:30,2016-02-27 07:13:19,2016-02-27 07:13:19,11,54,WPA2,CCMP,PSK,-68,1,0,0.  0.  0.  0,12,NormanTheCat,
00:71:C2:AA:E5:70,2016-02-27 07:13:20,2016-02-27 07:13:27,6,54,WPA2 WPA,CCMP TKIP,PSK,-68,3,0,0.  0.  0.  0,7,hoey2.4,
E6:3E:FC:9F:45:10,2016-02-27 07:13:20,2016-02-27 07:13:20,1,54,OPN,,,-68,1,0,0.  0.  0.  0,11,xfinitywifi,
C0:4A:00:77:F3:14,2016-02-27 07:13:23,2016-02-27 07:13:27,6,54,WPA2 WPA,CCMP,PSK,-69,2,0,0.  0.  0.  0,8,equinoks,
00:71:C2:61:EE:2A,2016-02-27 07:13:20,2016-02-27 07:13:24,1,54,OPN,,,-67,4,0,0.  0.  0.  0,11,xfinitywifi,
EC:1A:59:3B:91:66,2016-02-27 07:13:22,2016-02-27 07:13:23,11,54,WPA2,CCMP,PSK,-66,2,0,0.  0.  0.  0,10,belkin.166,
06:A1:51:23:5B:B4,2016-02-27 07:13:22,2016-02-27 07:13:22,11,54,WPA2,CCMP,PSK,-64,1,0,0.  0.  0.  0,13,Trilogy-Guest,
40:4A:03:DE:C0:D3,2016-02-27 07:13:21,2016-02-27 07:13:21,3,54,WPA2 WPA,CCMP TKIP,PSK,-63,2,0,0.  0.  0.  0,8,KitKatKo,
AE:34:26:25:AC:C6,2016-02-27 07:13:20,2016-02-27 07:13:20,1,54,OPN,,,-62,1,0,0.  0.  0.  0,11,xfinitywifi,
A2:E4:CB:56:21:6C,2016-02-27 07:13:22,2016-02-27 07:13:26,9,54,WPA2,CCMP TKIP,PSK,-64,1,3,0.  0.  0.  0,13,TiggleBitties,
9E:34:26:25:AC:C6,2016-02-27 07:13:20,2016-02-27 07:13:28,1,54,WPA2 WPA,CCMP TKIP,PSK,-58,4,0,0.  0.  0.  0,0,,
F6:ED:A5:62:46:40,2016-02-27 07:13:23,2016-02-27 07:13:27,11,54,OPN,,,-61,3,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:61:EE:29,2016-02-27 07:13:20,2016-02-27 07:13:28,1,54,WPA2 WPA,CCMP TKIP,PSK,-59,3,0,0.  0.  0.  0,0,,
CC:35:40:48:10:F1,2016-02-27 07:13:20,2016-02-27 07:13:28,1,54,WPA2 WPA,CCMP TKIP,PSK,-54,4,0,0.  0.  0.  0,10,VZ-Seattle,
AA:66:7F:C5:EC:B0,2016-02-27 07:13:19,2016-02-27 07:13:28,1,54,WPA2,CCMP,PSK,-54,6,101,0.  0.  0.  0,11,Adam.Tucker,
A0:A3:E2:21:6C:85,2016-02-27 07:13:20,2016-02-27 07:13:28,1,54,WPA2 WPA,CCMP TKIP,PSK,-54,4,0,0.  0.  0.  0,7,CarBear,
CE:35:40:48:10:F2,2016-02-27 07:13:20,2016-02-27 07:13:28,1,54,WPA2,CCMP,PSK,-51,4,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
CE:35:40:48:10:F3,2016-02-27 07:13:20,2016-02-27 07:13:28,1,54,OPN,,,-51,4,0,0.  0.  0.  0,11,xfinitywifi,
FA:8F:CA:61:6E:4B,2016-02-27 07:13:23,2016-02-27 07:13:27,11,54,OPN,,,-51,2,0,0.  0.  0.  0,0,,
6C:B0:CE:76:24:9C,2016-02-27 07:13:20,2016-02-27 07:13:28,6,54,WPA2,CCMP,PSK,-48,5,0,0.  0.  0.  0,9,NETGEAR30,
8E:04:FF:ED:A9:40,2016-02-27 07:13:20,2016-02-27 07:13:28,1,54,WPA2,CCMP,PSK,-46,4,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
10:5F:06:72:78:35,2016-02-27 07:13:19,2016-02-27 07:13:27,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,5,0,0.  0.  0.  0,15,CenturyLink5546,
8C:04:FF:ED:A9:4F,2016-02-27 07:13:20,2016-02-27 07:13:28,1,54,WPA2 WPA,CCMP TKIP,PSK,-46,6,0,0.  0.  0.  0,9,HOME-A94F,
10:86:8C:44:07:8E,2016-02-27 07:13:23,2016-02-27 07:13:23,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,1,0,0.  0.  0.  0,5,Roxie,
C0:3F:0E:25:1C:3A,2016-02-27 07:13:20,2016-02-27 07:13:28,1,54,WPA2 WPA,CCMP TKIP,PSK,-44,5,0,0.  0.  0.  0,8,TheLofts,
22:86:8C:44:07:8E,2016-02-27 07:13:22,2016-02-27 07:13:22,11,54,OPN,,,-44,1,0,0.  0.  0.  0,11,xfinitywifi,
14:CC:20:C7:CE:FE,2016-02-27 07:13:19,2016-02-27 07:13:27,5,54,WPA2 WPA,CCMP,PSK,-42,6,0,0.  0.  0.  0,9,Devil Dog,
D0:BF:9C:51:8E:3E,2016-02-27 07:13:21,2016-02-27 07:13:27,8,54,WPA2,CCMP,PSK,-38,3,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
40:8B:07:23:86:B5,2016-02-27 07:13:20,2016-02-27 07:13:28,6,54,WPA2,CCMP TKIP,PSK,-36,4,0,0.  0.  0.  0,4,SPQR,
C0:3F:0E:09:75:A4,2016-02-27 07:13:19,2016-02-27 07:13:28,11,54,WPA2 WPA,CCMP TKIP,PSK,-34,6,1,0.  0.  0.  0,4,64oz,
74:85:2A:97:5B:0A,2016-02-27 07:13:19,2016-02-27 07:13:27,8,54,OPN,,,-15,11,0,0.  0.  0.  0,11,xfinitywifi,
74:85:2A:97:5B:09,2016-02-27 07:13:21,2016-02-27 07:13:25,8,54,WPA2 WPA,CCMP TKIP,PSK,-13,6,0,0.  0.  0.  0,0,,
74:85:2A:97:5B:08,2016-02-27 07:13:19,2016-02-27 07:13:25,8,54,WPA2,CCMP,PSK,-12,8,1,0.  0.  0.  0,6,Walrus,
90:EF:68:05:51:D9,2016-02-27 07:13:20,2016-02-27 07:13:28,1,54,WPA2 WPA,CCMP TKIP,PSK,-58,1,0,0.  0.  0.  0,11,FeedTheMoon,
00:25:00:FF:94:73,2016-02-27 07:13:20,2016-02-27 07:13:28,-1,-1,,,,-1,0,0,0.  0.  0.  0,0,,
20:4E:7F:A0:B3:82,2016-02-27 07:13:25,2016-02-27 07:13:25,8,54,WEP,WEP,,-57,2,0,0.  0.  0.  0,13,WHAT UP WAZZU,
C4:04:15:1F:25:82,2016-02-27 07:13:26,2016-02-27 07:13:26,3,54,WPA2,CCMP,PSK,-74,1,0,0.  0.  0.  0,12,PounceBounce,
9C:D3:6D:99:14:0B,2016-02-27 07:13:26,2016-02-27 07:13:26,11,54,WPA2,CCMP,PSK,-72,1,0,0.  0.  0.  0,17,"""April Lane's 2.4 """,
E8:3E:FC:9F:45:10,2016-02-27 07:13:27,2016-02-27 07:13:27,1,54,WPA2,CCMP TKIP,PSK,-56,1,0,0.  0.  0.  0,6,Fovich,
F2:ED:A5:62:46:40,2016-02-27 07:13:27,2016-02-27 07:13:27,11,54,WPA2,CCMP,PSK,-62,1,0,0.  0.  0.  0,0,,
FA:8F:CA:69:3B:B1,2016-02-27 07:13:27,2016-02-27 07:13:27,11,54,OPN,,,-54,1,0,0.  0.  0.  0,0,,
00:1D:D5:83:D5:40,2016-02-27 07:13:27,2016-02-27 07:13:27,-1,-1,,,,-1,0,0,0.  0.  0.  0,0,,
C8:B3:73:3D:73:5F,2016-02-27 07:13:27,2016-02-27 07:13:27,6,54,WPA2 WPA,CCMP TKIP,PSK,-80,1,0,0.  0.  0.  0,10,Alcyone305,
96:C7:92:1E:D3:30,2016-02-27 07:13:38,2016-02-27 07:13:43,11,54,OPN,,,-75,2,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:6F:D6:20,2016-02-27 07:13:34,2016-02-27 07:13:43,6,54,WPA2 WPA,CCMP TKIP,PSK,-76,3,0,0.  0.  0.  0,13,HOME-308A-2.4,
FC:15:B4:A8:CA:35,2016-02-27 07:13:37,2016-02-27 07:13:43,6,54,WPA2,CCMP,PSK,-78,3,0,0.  0.  0.  0,30,HP-Print-35-Officejet Pro 8610,
90:C7:92:32:E7:60,2016-02-27 07:13:35,2016-02-27 07:13:41,6,54,WPA2,CCMP TKIP,PSK,-72,3,0,0.  0.  0.  0,9,HOME-E762,
94:44:52:F7:42:E7,2016-02-27 07:13:38,2016-02-27 07:13:42,6,54,WPA2 WPA,CCMP,PSK,-73,3,0,0.  0.  0.  0,3,KCD,
96:C7:92:32:E7:60,2016-02-27 07:13:37,2016-02-27 07:13:43,6,54,OPN,,,-69,5,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:AA:E5:70,2016-02-27 07:13:34,2016-02-27 07:13:43,6,54,WPA2 WPA,CCMP TKIP,PSK,-74,3,0,0.  0.  0.  0,7,hoey2.4,
54:BE:F7:DC:37:78,2016-02-27 07:13:34,2016-02-27 07:13:34,6,54,WPA2 WPA,CCMP TKIP,PSK,-72,1,0,0.  0.  0.  0,13,HOME-F4A1-2.4,
92:C7:92:32:E7:60,2016-02-27 07:13:35,2016-02-27 07:13:41,6,54,WPA2,CCMP,PSK,-72,3,0,0.  0.  0.  0,0,,
90:C7:92:1E:D3:30,2016-02-27 07:13:38,2016-02-27 07:13:41,11,54,WPA2,CCMP,PSK,-70,2,0,0.  0.  0.  0,12,NormanTheCat,
00:71:C2:AA:E5:72,2016-02-27 07:13:38,2016-02-27 07:13:42,6,54,OPN,,,-71,3,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:61:EE:28,2016-02-27 07:13:35,2016-02-27 07:13:35,1,54,WPA2 WPA,CCMP TKIP,PSK,-70,1,0,0.  0.  0.  0,13,HOME-E4CE-2.4,
22:AA:4B:94:44:AA,2016-02-27 07:13:35,2016-02-27 07:13:35,7,54,OPN,,,-68,1,0,0.  0.  0.  0,12,Eltana-guest,
02:15:99:A9:A5:B8,2016-02-27 07:13:35,2016-02-27 07:13:35,7,54,WPA2,CCMP,PSK,-68,1,0,0.  0.  0.  0,16,DIRECT-HnML-2160,
C0:4A:00:77:F3:14,2016-02-27 07:13:38,2016-02-27 07:13:42,6,54,WPA2 WPA,CCMP,PSK,-67,4,0,0.  0.  0.  0,8,equinoks,
06:A1:51:23:5B:B4,2016-02-27 07:13:38,2016-02-27 07:13:42,6,54,WPA2,CCMP,PSK,-64,1,0,0.  0.  0.  0,13,Trilogy-Guest,
04:A1:51:23:5B:B3,2016-02-27 07:13:38,2016-02-27 07:13:42,6,54,WPA2,CCMP,PSK,-66,2,0,0.  0.  0.  0,19,TrilogyChiropractic,
40:4A:03:DE:C0:D3,2016-02-27 07:13:36,2016-02-27 07:13:43,3,54,WPA2 WPA,CCMP TKIP,PSK,-64,3,0,0.  0.  0.  0,8,KitKatKo,
62:E3:27:69:E5:60,2016-02-27 07:13:34,2016-02-27 07:13:42,6,54,WPA2,CCMP,PSK,-61,4,0,0.  0.  0.  0,14,imronburgandy?,
9E:34:26:25:AC:C6,2016-02-27 07:13:35,2016-02-27 07:13:43,1,54,WPA2 WPA,CCMP TKIP,PSK,-57,3,0,0.  0.  0.  0,0,,
00:71:C2:61:EE:29,2016-02-27 07:13:39,2016-02-27 07:13:43,1,54,WPA2 WPA,CCMP TKIP,PSK,-62,3,0,0.  0.  0.  0,0,,
8E:04:FF:ED:A9:40,2016-02-27 07:13:39,2016-02-27 07:13:43,1,54,WPA2,CCMP,PSK,-51,3,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
DC:85:DE:C1:12:15,2016-02-27 07:13:38,2016-02-27 07:13:42,10,54,OPN,,,-63,2,0,0.  0.  0.  0,8,WMc11215,
AA:66:7F:C5:EC:B0,2016-02-27 07:13:34,2016-02-27 07:13:43,1,54,WPA2,CCMP,PSK,-54,4,85,0.  0.  0.  0,11,Adam.Tucker,
FA:8F:CA:61:6E:4B,2016-02-27 07:13:38,2016-02-27 07:13:38,11,54,OPN,,,-54,1,0,0.  0.  0.  0,0,,
20:4E:7F:A0:B3:82,2016-02-27 07:13:35,2016-02-27 07:13:35,8,54,WEP,WEP,,-52,1,0,0.  0.  0.  0,13,WHAT UP WAZZU,
CC:35:40:48:10:F1,2016-02-27 07:13:35,2016-02-27 07:13:42,1,54,WPA2 WPA,CCMP TKIP,PSK,-51,3,0,0.  0.  0.  0,10,VZ-Seattle,
CE:35:40:48:10:F2,2016-02-27 07:13:35,2016-02-27 07:13:43,1,54,WPA2,CCMP,PSK,-51,4,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
6C:B0:CE:76:24:9C,2016-02-27 07:13:34,2016-02-27 07:13:42,6,54,WPA2,CCMP,PSK,-47,3,0,0.  0.  0.  0,9,NETGEAR30,
10:5F:06:72:78:35,2016-02-27 07:13:37,2016-02-27 07:13:42,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,4,0,0.  0.  0.  0,15,CenturyLink5546,
10:86:8C:44:07:8E,2016-02-27 07:13:38,2016-02-27 07:13:38,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,1,0,0.  0.  0.  0,5,Roxie,
8C:04:FF:ED:A9:4F,2016-02-27 07:13:39,2016-02-27 07:13:43,1,54,WPA2 WPA,CCMP TKIP,PSK,-51,4,0,0.  0.  0.  0,9,HOME-A94F,
22:86:8C:44:07:8E,2016-02-27 07:13:38,2016-02-27 07:13:42,11,54,OPN,,,-45,4,0,0.  0.  0.  0,11,xfinitywifi,
14:CC:20:C7:CE:FE,2016-02-27 07:13:37,2016-02-27 07:13:42,5,54,WPA2 WPA,CCMP,PSK,-42,4,0,0.  0.  0.  0,9,Devil Dog,
D0:BF:9C:51:8E:3E,2016-02-27 07:13:36,2016-02-27 07:13:43,8,54,WPA2,CCMP,PSK,-39,5,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
40:8B:07:23:86:B5,2016-02-27 07:13:34,2016-02-27 07:13:42,6,54,WPA2,CCMP TKIP,PSK,-32,3,0,0.  0.  0.  0,4,SPQR,
C0:3F:0E:09:75:A4,2016-02-27 07:13:37,2016-02-27 07:13:42,11,54,WPA2 WPA,CCMP TKIP,PSK,-21,4,1,0.  0.  0.  0,4,64oz,
74:85:2A:97:5B:0A,2016-02-27 07:13:35,2016-02-27 07:13:42,8,54,OPN,,,-16,10,0,0.  0.  0.  0,11,xfinitywifi,
74:85:2A:97:5B:08,2016-02-27 07:13:35,2016-02-27 07:13:43,8,54,WPA2,CCMP,PSK,-11,6,1,0.  0.  0.  0,6,Walrus,
74:85:2A:97:5B:09,2016-02-27 07:13:36,2016-02-27 07:13:43,8,54,WPA2 WPA,CCMP TKIP,PSK,-12,6,0,0.  0.  0.  0,0,,
00:25:00:FF:94:73,2016-02-27 07:13:35,2016-02-27 07:13:43,-1,-1,,,,-1,0,0,0.  0.  0.  0,0,,
