Station MAC,First time seen,Last time seen,Power,# packets,BSSID,Probed ESSIDs
F4:7B:5E:32:91:FE,2016-02-27 06:10:20,2016-02-27 06:10:20,-66,1,(not associated),Deeznuts
D8:30:62:54:8A:0C,2016-02-27 06:10:04,2016-02-27 06:10:04,-60,2,90:EF:68:05:51:D9,
F0:4F:7C:9F:C8:0D,2016-02-27 06:10:20,2016-02-27 06:10:20,-56,32,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:10:04,2016-02-27 06:10:24,-54,11,00:25:00:FF:94:73,
6C:AD:F8:28:07:EA,2016-02-27 06:10:15,2016-02-27 06:10:23,-54,44,C0:3F:0E:09:75:A4,
90:18:7C:7A:FF:F7,2016-02-27 06:10:19,2016-02-27 06:10:19,-54,2,C0:3F:0E:09:75:A4,
04:15:52:E7:A7:5B,2016-02-27 06:10:20,2016-02-27 06:10:24,-54,3,A0:A3:E2:21:6C:85,
6C:AD:F8:1B:99:41,2016-02-27 06:10:15,2016-02-27 06:10:23,-56,207,10:86:8C:44:07:8E,
00:1E:65:91:4A:98,2016-02-27 06:10:18,2016-02-27 06:10:18,-46,1,74:85:2A:97:5B:08,
D0:E1:40:9A:13:8E,2016-02-27 06:10:15,2016-02-27 06:10:24,-40,49,40:8B:07:23:86:B5,
1C:99:4C:2F:B8:6C,2016-02-27 06:10:23,2016-02-27 06:10:23,-42,1,C0:3F:0E:09:75:A4,
F0:4F:7C:9F:C8:0D,2016-02-27 06:10:26,2016-02-27 06:10:30,-58,3,AA:66:7F:C5:EC:B0,
6C:AD:F8:28:07:EA,2016-02-27 06:10:27,2016-02-27 06:10:35,-56,54,C0:3F:0E:09:75:A4,
6C:AD:F8:1B:99:41,2016-02-27 06:10:27,2016-02-27 06:10:35,-56,237,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:10:28,2016-02-27 06:10:34,-54,7,00:25:00:FF:94:73,
D0:E1:40:9A:13:8E,2016-02-27 06:10:27,2016-02-27 06:10:32,-40,39,40:8B:07:23:86:B5,
F0:4F:7C:9F:C8:0D,2016-02-27 06:10:42,2016-02-27 06:10:50,-58,49,AA:66:7F:C5:EC:B0,
6C:AD:F8:28:07:EA,2016-02-27 06:10:44,2016-02-27 06:10:49,-56,78,C0:3F:0E:09:75:A4,
DE:16:1F:BC:9D:D2,2016-02-27 06:10:42,2016-02-27 06:10:50,-56,6,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:10:44,2016-02-27 06:10:49,-52,58,10:86:8C:44:07:8E,
D0:E1:40:9A:13:8E,2016-02-27 06:10:41,2016-02-27 06:10:50,-38,41,40:8B:07:23:86:B5,
04:15:52:E7:A7:5B,2016-02-27 06:10:46,2016-02-27 06:10:46,-1,1,A0:A3:E2:21:6C:85,
84:78:8B:81:DC:C4,2016-02-27 06:10:48,2016-02-27 06:10:48,-52,65,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D1,2016-02-27 06:10:49,2016-02-27 06:10:49,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
20:A2:E4:C2:48:CE,2016-02-27 06:10:49,2016-02-27 06:10:49,-1,1,90:C7:92:32:E7:60,
64:20:0C:C8:CB:E6,2016-02-27 06:10:49,2016-02-27 06:10:49,-60,1,94:44:52:F7:42:E7,
F0:27:2D:68:20:AD,2016-02-27 06:10:49,2016-02-27 06:10:49,-1,1,90:C7:92:32:E7:60,
6C:AD:F8:28:07:EA,2016-02-27 06:10:56,2016-02-27 06:11:04,-46,30,C0:3F:0E:09:75:A4,
6C:AD:F8:1B:99:41,2016-02-27 06:10:57,2016-02-27 06:11:04,-58,130,10:86:8C:44:07:8E,
90:18:7C:7A:FF:F7,2016-02-27 06:11:00,2016-02-27 06:11:00,-56,4,C0:3F:0E:09:75:A4,
04:15:52:E7:A7:5B,2016-02-27 06:11:01,2016-02-27 06:11:01,-56,3,A0:A3:E2:21:6C:85,
DE:16:1F:BC:9D:D2,2016-02-27 06:10:57,2016-02-27 06:11:05,-54,10,00:25:00:FF:94:73,
74:81:14:9E:F2:79,2016-02-27 06:11:00,2016-02-27 06:11:00,-46,1,14:CC:20:C7:CE:FE,
5C:AA:FD:6D:10:D0,2016-02-27 06:11:00,2016-02-27 06:11:00,-40,1,14:CC:20:C7:CE:FE,
5C:AA:FD:6D:10:D1,2016-02-27 06:11:00,2016-02-27 06:11:04,-40,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
D0:E1:40:9A:13:8E,2016-02-27 06:11:00,2016-02-27 06:11:05,-38,46,40:8B:07:23:86:B5,
00:1E:65:91:4A:98,2016-02-27 06:10:59,2016-02-27 06:10:59,-32,1,74:85:2A:97:5B:08,
1C:99:4C:2F:B8:6C,2016-02-27 06:11:04,2016-02-27 06:11:04,-50,2,C0:3F:0E:09:75:A4,
F0:27:2D:68:20:AD,2016-02-27 06:11:04,2016-02-27 06:11:04,-1,1,90:C7:92:32:E7:60,
F0:4F:7C:9F:C8:0D,2016-02-27 06:11:16,2016-02-27 06:11:20,-56,104,AA:66:7F:C5:EC:B0,
04:15:52:E7:A7:5B,2016-02-27 06:11:16,2016-02-27 06:11:16,-58,2,A0:A3:E2:21:6C:85,
6C:AD:F8:28:07:EA,2016-02-27 06:11:12,2016-02-27 06:11:19,-48,58,C0:3F:0E:09:75:A4,
DE:16:1F:BC:9D:D2,2016-02-27 06:11:12,2016-02-27 06:11:12,-56,5,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:11:15,2016-02-27 06:11:19,-56,77,10:86:8C:44:07:8E,
D8:30:62:54:8A:0C,2016-02-27 06:11:16,2016-02-27 06:11:20,-50,2,90:EF:68:05:51:D9,
24:A0:74:F0:3F:5C,2016-02-27 06:11:12,2016-02-27 06:11:12,-42,1,(not associated),Roxie
5C:AA:FD:6D:10:D1,2016-02-27 06:11:12,2016-02-27 06:11:19,-38,3,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
5C:B9:01:56:D6:73,2016-02-27 06:11:11,2016-02-27 06:11:11,-1,3,14:CC:20:C7:CE:FE,
6C:AD:F8:5F:EF:9D,2016-02-27 06:11:31,2016-02-27 06:11:31,-64,19,E8:3E:FC:9F:45:10,
DE:16:1F:BC:9D:D2,2016-02-27 06:11:27,2016-02-27 06:11:35,-60,5,00:25:00:FF:94:73,
D8:30:62:54:8A:0C,2016-02-27 06:11:28,2016-02-27 06:11:28,-58,1,90:EF:68:05:51:D9,
1C:99:4C:2F:B8:6C,2016-02-27 06:11:29,2016-02-27 06:11:30,-56,3,C0:3F:0E:09:75:A4,
6C:AD:F8:1B:99:41,2016-02-27 06:11:29,2016-02-27 06:11:34,-56,164,10:86:8C:44:07:8E,
6C:AD:F8:28:07:EA,2016-02-27 06:11:27,2016-02-27 06:11:33,-50,49,C0:3F:0E:09:75:A4,
5C:AA:FD:6D:10:D0,2016-02-27 06:11:30,2016-02-27 06:11:30,-40,1,14:CC:20:C7:CE:FE,
D0:E1:40:9A:13:8E,2016-02-27 06:11:30,2016-02-27 06:11:35,-40,9,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D1,2016-02-27 06:11:34,2016-02-27 06:11:34,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
00:0E:58:E9:24:B5,2016-02-27 06:11:45,2016-02-27 06:11:45,-62,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
DE:16:1F:BC:9D:D2,2016-02-27 06:11:42,2016-02-27 06:11:50,-56,7,00:25:00:FF:94:73,
90:18:7C:7A:FF:F7,2016-02-27 06:11:45,2016-02-27 06:11:45,-58,14,C0:3F:0E:09:75:A4,
6C:AD:F8:28:07:EA,2016-02-27 06:11:42,2016-02-27 06:11:49,-48,58,C0:3F:0E:09:75:A4,
04:15:52:E7:A7:5B,2016-02-27 06:11:42,2016-02-27 06:11:42,-56,3,A0:A3:E2:21:6C:85,
5C:AA:FD:6D:10:D1,2016-02-27 06:11:42,2016-02-27 06:11:49,-38,3,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
D0:E1:40:9A:13:8E,2016-02-27 06:11:44,2016-02-27 06:11:50,-38,23,40:8B:07:23:86:B5,
00:1E:65:91:4A:98,2016-02-27 06:11:42,2016-02-27 06:11:42,-32,1,74:85:2A:97:5B:08,
6C:AD:F8:1B:99:41,2016-02-27 06:11:48,2016-02-27 06:11:49,-56,189,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:11:57,2016-02-27 06:12:05,-56,6,00:25:00:FF:94:73,
F0:4F:7C:9F:C8:0D,2016-02-27 06:12:01,2016-02-27 06:12:05,-58,4,AA:66:7F:C5:EC:B0,
04:15:52:E7:A7:5B,2016-02-27 06:11:57,2016-02-27 06:11:57,-56,1,A0:A3:E2:21:6C:85,
6C:AD:F8:28:07:EA,2016-02-27 06:11:57,2016-02-27 06:12:04,-56,16,C0:3F:0E:09:75:A4,
6C:AD:F8:1B:99:41,2016-02-27 06:11:57,2016-02-27 06:12:04,-56,236,10:86:8C:44:07:8E,
D0:E1:40:9A:13:8E,2016-02-27 06:11:57,2016-02-27 06:12:05,-40,25,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D0,2016-02-27 06:12:00,2016-02-27 06:12:04,-40,3,14:CC:20:C7:CE:FE,
6C:AD:F8:1B:99:41,2016-02-27 06:12:14,2016-02-27 06:12:20,-56,198,10:86:8C:44:07:8E,
34:4D:F7:1C:28:C4,2016-02-27 06:12:16,2016-02-27 06:12:16,-62,1,8E:04:FF:ED:A9:41,
6C:AD:F8:5F:EF:9D,2016-02-27 06:12:16,2016-02-27 06:12:16,-62,1,E8:3E:FC:9F:45:10,
F0:4F:7C:9F:C8:0D,2016-02-27 06:12:12,2016-02-27 06:12:20,-58,63,AA:66:7F:C5:EC:B0,
D8:30:62:54:8A:0C,2016-02-27 06:12:16,2016-02-27 06:12:16,-58,1,90:EF:68:05:51:D9,
04:15:52:E7:A7:5B,2016-02-27 06:12:12,2016-02-27 06:12:12,-56,6,A0:A3:E2:21:6C:85,
DE:16:1F:BC:9D:D2,2016-02-27 06:12:12,2016-02-27 06:12:20,-58,4,00:25:00:FF:94:73,
D0:E1:40:9A:13:8E,2016-02-27 06:12:12,2016-02-27 06:12:20,-38,21,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D1,2016-02-27 06:12:15,2016-02-27 06:12:15,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
5C:AA:FD:6D:10:D0,2016-02-27 06:12:14,2016-02-27 06:12:14,-1,1,14:CC:20:C7:CE:FE,
6C:AD:F8:28:07:EA,2016-02-27 06:12:18,2016-02-27 06:12:19,-50,17,C0:3F:0E:09:75:A4,
1C:99:4C:2F:B8:6C,2016-02-27 06:12:19,2016-02-27 06:12:19,-1,3,C0:3F:0E:09:75:A4,
94:E9:6A:AF:AD:15,2016-02-27 06:12:20,2016-02-27 06:12:20,-58,1,(not associated),
34:4D:F7:1C:28:C4,2016-02-27 06:12:27,2016-02-27 06:12:31,-64,4,8E:04:FF:ED:A9:41,
08:74:02:52:20:4D,2016-02-27 06:12:30,2016-02-27 06:12:30,-62,1,10:5F:06:72:78:35,
5C:AA:FD:46:39:DB,2016-02-27 06:12:27,2016-02-27 06:12:35,-64,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
DE:16:1F:BC:9D:D2,2016-02-27 06:12:27,2016-02-27 06:12:35,-58,8,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:12:27,2016-02-27 06:12:35,-50,203,10:86:8C:44:07:8E,
1C:99:4C:2F:B8:6C,2016-02-27 06:12:27,2016-02-27 06:12:27,-54,2,C0:3F:0E:09:75:A4,
6C:AD:F8:28:07:EA,2016-02-27 06:12:27,2016-02-27 06:12:34,-54,28,C0:3F:0E:09:75:A4,
74:81:14:9E:F2:79,2016-02-27 06:12:30,2016-02-27 06:12:30,-48,1,14:CC:20:C7:CE:FE,
5C:AA:FD:6D:10:D1,2016-02-27 06:12:27,2016-02-27 06:12:27,-38,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
00:1E:65:91:4A:98,2016-02-27 06:12:28,2016-02-27 06:12:28,-32,2,74:85:2A:97:5B:08,
F0:4F:7C:9F:C8:0D,2016-02-27 06:12:30,2016-02-27 06:12:35,-60,40,AA:66:7F:C5:EC:B0,
5C:AA:FD:46:39:DB,2016-02-27 06:35:00,2016-02-27 06:35:04,-64,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
6C:AD:F8:1B:99:41,2016-02-27 06:35:00,2016-02-27 06:35:08,-60,91,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:35:00,2016-02-27 06:35:08,-56,7,00:25:00:FF:94:73,
90:18:7C:7A:FF:F7,2016-02-27 06:35:02,2016-02-27 06:35:02,-44,2,C0:3F:0E:09:75:A4,
5C:AA:FD:6D:10:D1,2016-02-27 06:35:00,2016-02-27 06:35:00,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
5C:B9:01:56:D6:73,2016-02-27 06:35:00,2016-02-27 06:35:00,-1,1,14:CC:20:C7:CE:FE,
6C:AD:F8:28:07:EA,2016-02-27 06:35:02,2016-02-27 06:35:02,-1,2,C0:3F:0E:09:75:A4,
08:74:02:52:20:4D,2016-02-27 06:35:03,2016-02-27 06:35:03,-1,1,10:5F:06:72:78:35,
84:78:8B:81:DC:C4,2016-02-27 06:35:06,2016-02-27 06:35:07,-50,40,40:8B:07:23:86:B5,
74:75:48:24:E8:08,2016-02-27 06:35:08,2016-02-27 06:35:09,-50,7,(not associated),"TheLofts,the lofts"
90:B6:86:4C:F9:DD,2016-02-27 06:35:15,2016-02-27 06:35:15,-68,3,EC:1A:59:3B:91:66,
5C:AA:FD:46:39:DB,2016-02-27 06:35:15,2016-02-27 06:35:15,-64,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
A4:B8:05:88:85:95,2016-02-27 06:35:19,2016-02-27 06:35:19,-62,1,94:44:52:F7:42:E7,
6C:AD:F8:1B:99:41,2016-02-27 06:35:18,2016-02-27 06:35:23,-60,141,10:86:8C:44:07:8E,
FC:FC:48:06:CD:E4,2016-02-27 06:35:15,2016-02-27 06:35:23,-50,85,40:8B:07:23:86:B5,
74:75:48:24:E8:08,2016-02-27 06:35:15,2016-02-27 06:35:23,-54,27,C0:3F:0E:25:1C:3A,"the lofts,TheLofts"
DE:16:1F:BC:9D:D2,2016-02-27 06:35:15,2016-02-27 06:35:23,-56,7,00:25:00:FF:94:73,
5C:AA:FD:6D:10:D0,2016-02-27 06:35:15,2016-02-27 06:35:15,-1,1,14:CC:20:C7:CE:FE,
84:78:8B:81:DC:C4,2016-02-27 06:35:17,2016-02-27 06:35:17,-1,1,40:8B:07:23:86:B5,
6C:AD:F8:28:07:EA,2016-02-27 06:35:18,2016-02-27 06:35:18,-1,1,C0:3F:0E:09:75:A4,
00:0E:58:E9:24:B5,2016-02-27 06:35:23,2016-02-27 06:35:23,-62,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
DE:16:1F:BC:9D:D2,2016-02-27 06:35:30,2016-02-27 06:35:39,-54,6,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:35:30,2016-02-27 06:35:38,-60,123,10:86:8C:44:07:8E,
FC:FC:48:06:CD:E4,2016-02-27 06:35:33,2016-02-27 06:35:34,-48,90,40:8B:07:23:86:B5,
1C:99:4C:2F:B8:6C,2016-02-27 06:35:36,2016-02-27 06:35:36,-1,1,C0:3F:0E:09:75:A4,
6C:AD:F8:28:07:EA,2016-02-27 06:35:38,2016-02-27 06:35:38,-52,1,C0:3F:0E:09:75:A4,
90:18:7C:7A:FF:F7,2016-02-27 06:35:38,2016-02-27 06:35:38,-46,4,C0:3F:0E:09:75:A4,
5C:AA:FD:46:39:DB,2016-02-27 06:35:45,2016-02-27 06:35:45,-64,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
D8:30:62:54:8A:0C,2016-02-27 06:35:45,2016-02-27 06:35:45,-58,1,90:EF:68:05:51:D9,
F0:4F:7C:9F:C8:0D,2016-02-27 06:35:49,2016-02-27 06:35:52,-58,43,AA:66:7F:C5:EC:B0,
6C:AD:F8:1B:99:41,2016-02-27 06:35:45,2016-02-27 06:35:53,-56,14,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:35:46,2016-02-27 06:35:54,-56,10,00:25:00:FF:94:73,
5C:B9:01:56:D6:73,2016-02-27 06:35:45,2016-02-27 06:35:45,-1,3,14:CC:20:C7:CE:FE,
00:20:00:84:16:F2,2016-02-27 06:35:51,2016-02-27 06:35:51,-66,2,(not associated),
84:78:8B:81:DC:C4,2016-02-27 06:35:55,2016-02-27 06:35:54,-62,3,40:8B:07:23:86:B5,
34:4D:F7:1C:28:C4,2016-02-27 06:36:00,2016-02-27 06:36:00,-66,1,8E:04:FF:ED:A9:41,
00:20:00:84:16:F2,2016-02-27 06:36:02,2016-02-27 06:36:02,-66,1,(not associated),
5C:AA:FD:46:39:DB,2016-02-27 06:36:00,2016-02-27 06:36:00,-64,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
D8:30:62:54:8A:0C,2016-02-27 06:36:00,2016-02-27 06:36:00,-60,1,90:EF:68:05:51:D9,
6C:AD:F8:1B:99:41,2016-02-27 06:36:00,2016-02-27 06:36:08,-56,170,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:36:00,2016-02-27 06:36:09,-54,11,00:25:00:FF:94:73,
84:78:8B:81:DC:C4,2016-02-27 06:36:04,2016-02-27 06:36:04,-50,15,40:8B:07:23:86:B5,
D0:E1:40:9A:13:8E,2016-02-27 06:36:04,2016-02-27 06:36:07,-48,31,40:8B:07:23:86:B5,
5C:B9:01:56:D6:73,2016-02-27 06:36:02,2016-02-27 06:36:02,-1,1,14:CC:20:C7:CE:FE,
40:B8:9A:5C:E1:03,2016-02-27 06:36:06,2016-02-27 06:36:06,-68,1,(not associated),
F0:4F:7C:9F:C8:0D,2016-02-27 06:36:07,2016-02-27 06:36:07,-58,8,AA:66:7F:C5:EC:B0,
90:18:7C:7A:FF:F7,2016-02-27 06:36:08,2016-02-27 06:36:08,-44,2,C0:3F:0E:09:75:A4,
9C:04:EB:AC:78:39,2016-02-27 06:36:17,2016-02-27 06:36:17,-72,1,(not associated),
00:20:00:84:16:F2,2016-02-27 06:36:17,2016-02-27 06:36:22,-62,5,(not associated),hnetwork-2-guest
34:4D:F7:1C:28:C4,2016-02-27 06:36:16,2016-02-27 06:36:16,-64,1,8E:04:FF:ED:A9:41,
6C:AD:F8:1B:99:41,2016-02-27 06:36:15,2016-02-27 06:36:19,-56,144,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:36:15,2016-02-27 06:36:24,-54,9,00:25:00:FF:94:73,
FC:FC:48:06:CD:E4,2016-02-27 06:36:19,2016-02-27 06:36:23,-48,23,40:8B:07:23:86:B5,
D0:25:98:5F:1F:77,2016-02-27 06:36:15,2016-02-27 06:36:20,-1,2,A0:A3:E2:21:6C:85,
74:75:48:24:E8:08,2016-02-27 06:36:22,2016-02-27 06:36:23,-52,3,C0:3F:0E:25:1C:3A,"TheLofts,the lofts"
F0:4F:7C:9F:C8:0D,2016-02-27 06:36:22,2016-02-27 06:36:22,-58,2,AA:66:7F:C5:EC:B0,
5C:AA:FD:6D:10:D0,2016-02-27 06:36:22,2016-02-27 06:36:22,-42,1,14:CC:20:C7:CE:FE,
00:0E:58:E9:24:B5,2016-02-27 06:36:23,2016-02-27 06:36:23,-62,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
D8:30:62:54:8A:0C,2016-02-27 06:36:30,2016-02-27 06:36:30,-62,1,90:EF:68:05:51:D9,
F0:4F:7C:9F:C8:0D,2016-02-27 06:36:30,2016-02-27 06:36:30,-58,14,AA:66:7F:C5:EC:B0,
6C:AD:F8:1B:99:41,2016-02-27 06:36:30,2016-02-27 06:36:38,-50,75,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:36:30,2016-02-27 06:36:39,-54,10,00:25:00:FF:94:73,
FC:FC:48:06:CD:E4,2016-02-27 06:36:33,2016-02-27 06:36:38,-52,157,40:8B:07:23:86:B5,
74:75:48:24:E8:08,2016-02-27 06:36:34,2016-02-27 06:36:34,-54,6,C0:3F:0E:25:1C:3A,
D0:E1:40:9A:13:8E,2016-02-27 06:36:34,2016-02-27 06:36:34,-46,1,40:8B:07:23:86:B5,
D0:25:98:5F:1F:77,2016-02-27 06:36:31,2016-02-27 06:36:33,-1,6,A0:A3:E2:21:6C:85,
5C:AA:FD:6D:10:D0,2016-02-27 06:36:37,2016-02-27 06:36:37,-1,1,14:CC:20:C7:CE:FE,
84:78:8B:81:DC:C4,2016-02-27 06:36:38,2016-02-27 06:36:38,-50,36,40:8B:07:23:86:B5,
34:4D:F7:1C:28:C4,2016-02-27 06:36:39,2016-02-27 06:36:39,-62,4,8E:04:FF:ED:A9:41,
00:20:00:84:16:F2,2016-02-27 06:36:48,2016-02-27 06:36:48,-64,2,(not associated),hnetwork-2-guest
6C:AD:F8:1B:99:41,2016-02-27 06:36:45,2016-02-27 06:36:49,-56,78,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:36:45,2016-02-27 06:36:54,-54,10,00:25:00:FF:94:73,
5C:B9:01:56:D6:73,2016-02-27 06:36:45,2016-02-27 06:36:45,-1,4,14:CC:20:C7:CE:FE,
5C:AA:FD:6D:10:D0,2016-02-27 06:36:45,2016-02-27 06:36:45,-1,1,14:CC:20:C7:CE:FE,
74:75:48:24:E8:08,2016-02-27 06:36:45,2016-02-27 06:36:45,-1,8,C0:3F:0E:25:1C:3A,
6C:AD:F8:28:07:EA,2016-02-27 06:36:51,2016-02-27 06:36:51,-54,2,C0:3F:0E:09:75:A4,
84:78:8B:81:DC:C4,2016-02-27 06:36:52,2016-02-27 06:36:52,-54,6,40:8B:07:23:86:B5,
D0:E1:40:9A:13:8E,2016-02-27 06:36:53,2016-02-27 06:36:53,-46,17,40:8B:07:23:86:B5,
00:20:00:84:16:F2,2016-02-27 06:37:02,2016-02-27 06:37:02,-70,2,(not associated),hnetwork-2-guest
34:4D:F7:1C:28:C4,2016-02-27 06:37:00,2016-02-27 06:37:05,-62,7,8E:04:FF:ED:A9:41,
6C:AD:F8:1B:99:41,2016-02-27 06:37:00,2016-02-27 06:37:08,-58,138,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:37:01,2016-02-27 06:37:09,-54,13,00:25:00:FF:94:73,
84:78:8B:81:DC:C4,2016-02-27 06:37:04,2016-02-27 06:37:04,-54,1,40:8B:07:23:86:B5,
74:75:48:24:E8:08,2016-02-27 06:37:02,2016-02-27 06:37:02,-52,3,(not associated),"TheLofts,the lofts"
D0:E1:40:9A:13:8E,2016-02-27 06:37:04,2016-02-27 06:37:08,-46,4,40:8B:07:23:86:B5,
40:B8:9A:5C:E1:03,2016-02-27 06:37:07,2016-02-27 06:37:07,-72,1,(not associated),
00:20:00:84:16:F2,2016-02-27 06:37:15,2016-02-27 06:37:15,-66,3,(not associated),hnetwork-2-guest
34:4D:F7:1C:28:C4,2016-02-27 06:37:20,2016-02-27 06:37:20,-62,4,8E:04:FF:ED:A9:41,
6C:AD:F8:1B:99:41,2016-02-27 06:37:15,2016-02-27 06:37:23,-58,162,10:86:8C:44:07:8E,
F0:4F:7C:9F:C8:0D,2016-02-27 06:37:18,2016-02-27 06:37:24,-58,36,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:37:15,2016-02-27 06:37:24,-56,9,00:25:00:FF:94:73,
74:75:48:24:E8:08,2016-02-27 06:37:15,2016-02-27 06:37:18,-50,5,C0:3F:0E:25:1C:3A,"TheLofts,the lofts"
5C:AA:FD:6D:10:D1,2016-02-27 06:37:19,2016-02-27 06:37:23,-42,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
D0:25:98:5F:1F:77,2016-02-27 06:37:22,2016-02-27 06:37:22,-1,2,A0:A3:E2:21:6C:85,
90:18:7C:7A:FF:F7,2016-02-27 06:37:23,2016-02-27 06:37:23,-48,3,C0:3F:0E:09:75:A4,
6C:AD:F8:28:07:EA,2016-02-27 06:37:23,2016-02-27 06:37:23,-54,6,C0:3F:0E:09:75:A4,
D0:E1:40:9A:13:8E,2016-02-27 06:37:23,2016-02-27 06:37:23,-46,1,40:8B:07:23:86:B5,
34:4D:F7:1C:28:C4,2016-02-27 06:12:42,2016-02-27 06:12:42,-64,1,8E:04:FF:ED:A9:41,
00:20:00:84:16:F2,2016-02-27 06:12:45,2016-02-27 06:12:45,-62,2,(not associated),hnetwork-2-guest
6C:AD:F8:5F:EF:9D,2016-02-27 06:12:46,2016-02-27 06:12:46,-62,1,E8:3E:FC:9F:45:10,
90:18:7C:7A:FF:F7,2016-02-27 06:12:45,2016-02-27 06:12:45,-60,2,C0:3F:0E:09:75:A4,
D8:30:62:54:8A:0C,2016-02-27 06:12:46,2016-02-27 06:12:46,-60,1,90:EF:68:05:51:D9,
F0:4F:7C:9F:C8:0D,2016-02-27 06:12:45,2016-02-27 06:12:50,-58,44,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:12:42,2016-02-27 06:12:46,-56,6,00:25:00:FF:94:73,
1C:99:4C:2F:B8:6C,2016-02-27 06:12:45,2016-02-27 06:12:45,-54,4,C0:3F:0E:09:75:A4,
6C:AD:F8:1B:99:41,2016-02-27 06:12:42,2016-02-27 06:12:50,-54,93,10:86:8C:44:07:8E,
6C:AD:F8:28:07:EA,2016-02-27 06:12:44,2016-02-27 06:12:50,-1,10,C0:3F:0E:09:75:A4,
00:20:00:84:16:F2,2016-02-27 06:37:35,2016-02-27 06:37:35,-64,1,(not associated),
D8:30:62:54:8A:0C,2016-02-27 06:37:32,2016-02-27 06:37:32,-62,1,90:EF:68:05:51:D9,
6C:AD:F8:1B:99:41,2016-02-27 06:37:30,2016-02-27 06:37:38,-54,182,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:37:30,2016-02-27 06:37:39,-54,9,00:25:00:FF:94:73,
5C:AA:FD:6D:10:D1,2016-02-27 06:37:34,2016-02-27 06:37:38,-42,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
D0:25:98:5F:1F:77,2016-02-27 06:37:30,2016-02-27 06:37:30,-1,7,A0:A3:E2:21:6C:85,
D0:E1:40:9A:13:8E,2016-02-27 06:37:34,2016-02-27 06:37:34,-1,1,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D0,2016-02-27 06:37:36,2016-02-27 06:37:36,-40,1,14:CC:20:C7:CE:FE,
5C:AA:FD:46:39:DA,2016-02-27 06:37:50,2016-02-27 06:37:50,-62,1,A0:A3:E2:21:6C:85,
90:B6:86:4C:F9:DD,2016-02-27 06:37:50,2016-02-27 06:37:50,-62,1,(not associated),
D8:30:62:54:8A:0C,2016-02-27 06:37:46,2016-02-27 06:37:46,-60,1,90:EF:68:05:51:D9,
6C:AD:F8:1B:99:41,2016-02-27 06:37:45,2016-02-27 06:37:52,-58,127,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:37:46,2016-02-27 06:37:54,-54,8,00:25:00:FF:94:73,
