Station MAC,First time seen,Last time seen,Power,# packets,BSSID,Probed ESSIDs
5C:AA:FD:6D:10:D0,2016-02-27 07:58:17,2016-02-27 07:58:17,-1,2,14:CC:20:C7:CE:FE,
A4:B8:05:CE:47:9E,2016-02-27 07:58:18,2016-02-27 07:58:18,-1,2,F8:ED:A5:62:46:40,
00:20:00:84:16:F2,2016-02-27 07:58:18,2016-02-27 07:58:18,-72,1,(not associated),hnetwork-2-guest
A4:B8:05:88:85:95,2016-02-27 07:58:28,2016-02-27 07:58:28,-66,4,94:44:52:F7:42:E7,
D8:30:62:54:8A:0C,2016-02-27 07:58:25,2016-02-27 07:58:25,-60,1,90:EF:68:05:51:D9,
F0:4F:7C:9F:C8:0D,2016-02-27 07:58:25,2016-02-27 07:58:29,-56,56,AA:66:7F:C5:EC:B0,
5C:AA:FD:6D:10:D1,2016-02-27 07:58:25,2016-02-27 07:58:32,-40,3,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
90:18:7C:7A:FF:F7,2016-02-27 07:58:27,2016-02-27 07:58:27,-40,2,(not associated),
5C:AA:FD:6D:10:D0,2016-02-27 07:58:25,2016-02-27 07:58:25,-38,2,14:CC:20:C7:CE:FE,
5C:B9:01:56:D6:73,2016-02-27 07:58:25,2016-02-27 07:58:25,-1,2,14:CC:20:C7:CE:FE,
20:A2:E4:C2:48:CE,2016-02-27 07:58:25,2016-02-27 07:58:33,-1,13,90:C7:92:32:E7:60,
6C:AD:F8:28:07:EA,2016-02-27 07:58:32,2016-02-27 07:58:32,-54,4,C0:3F:0E:09:75:A4,
90:68:C3:C1:2E:C1,2016-02-27 07:58:40,2016-02-27 07:58:40,-70,1,C0:4A:00:77:F3:14,
A4:B8:05:88:85:95,2016-02-27 07:58:40,2016-02-27 07:58:48,-68,3,94:44:52:F7:42:E7,
F0:4F:7C:9F:C8:0D,2016-02-27 07:58:40,2016-02-27 07:58:44,-58,62,AA:66:7F:C5:EC:B0,
20:A2:E4:C2:48:CE,2016-02-27 07:58:40,2016-02-27 07:58:48,-1,10,90:C7:92:32:E7:60,
6C:40:08:4F:6E:9B,2016-02-27 07:58:55,2016-02-27 07:58:55,-70,1,14:CC:20:C7:CE:FE,
5C:AA:FD:46:39:DB,2016-02-27 07:58:59,2016-02-27 07:58:59,-66,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
6C:AD:F8:1B:99:41,2016-02-27 07:58:55,2016-02-27 07:58:55,-58,2,10:86:8C:44:07:8E,
F0:4F:7C:9F:C8:0D,2016-02-27 07:58:55,2016-02-27 07:59:00,-58,51,AA:66:7F:C5:EC:B0,
5C:AA:FD:6D:10:D1,2016-02-27 07:58:58,2016-02-27 07:59:02,-40,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
9C:04:EB:C4:D1:D2,2016-02-27 07:58:55,2016-02-27 07:58:55,-1,2,E8:3E:FC:9F:45:10,
20:A2:E4:C2:48:CE,2016-02-27 07:58:59,2016-02-27 07:59:03,-1,4,90:C7:92:32:E7:60,
A4:B8:05:88:85:95,2016-02-27 07:59:14,2016-02-27 07:59:18,-68,10,94:44:52:F7:42:E7,
00:20:00:84:16:F2,2016-02-27 07:59:15,2016-02-27 07:59:15,-66,2,(not associated),
F0:4F:7C:9F:C8:0D,2016-02-27 07:59:10,2016-02-27 07:59:15,-58,31,AA:66:7F:C5:EC:B0,
5C:AA:FD:6D:10:D1,2016-02-27 07:59:13,2016-02-27 07:59:13,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
6C:40:08:4F:6E:9B,2016-02-27 07:59:10,2016-02-27 07:59:10,-1,3,14:CC:20:C7:CE:FE,
5C:B9:01:56:D6:73,2016-02-27 07:59:13,2016-02-27 07:59:13,-1,1,14:CC:20:C7:CE:FE,
6C:AD:F8:28:07:EA,2016-02-27 07:59:13,2016-02-27 07:59:13,-1,1,C0:3F:0E:09:75:A4,
20:A2:E4:C2:48:CE,2016-02-27 07:59:14,2016-02-27 07:59:18,-1,4,90:C7:92:32:E7:60,
68:A8:6D:18:D7:24,2016-02-27 07:59:18,2016-02-27 07:59:18,-1,2,F8:ED:A5:62:46:40,
A4:B8:05:88:85:95,2016-02-27 07:59:29,2016-02-27 07:59:29,-68,5,94:44:52:F7:42:E7,
5C:AA:FD:46:39:DB,2016-02-27 07:59:30,2016-02-27 07:59:33,-66,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
F0:4F:7C:9F:C8:0D,2016-02-27 07:59:25,2016-02-27 07:59:30,-58,25,AA:66:7F:C5:EC:B0,
D8:30:62:54:8A:0C,2016-02-27 07:59:30,2016-02-27 07:59:30,-58,1,90:EF:68:05:51:D9,
90:18:7C:7A:FF:F7,2016-02-27 07:59:29,2016-02-27 07:59:29,-44,3,C0:3F:0E:09:75:A4,
5C:B9:01:56:D6:73,2016-02-27 07:59:25,2016-02-27 07:59:25,-1,2,14:CC:20:C7:CE:FE,
6C:AD:F8:28:07:EA,2016-02-27 07:59:29,2016-02-27 07:59:34,-54,6,C0:3F:0E:09:75:A4,
68:A8:6D:18:D7:24,2016-02-27 07:59:33,2016-02-27 07:59:33,-1,3,F8:ED:A5:62:46:40,
6C:40:08:4F:6E:9B,2016-02-27 07:59:42,2016-02-27 07:59:42,-72,1,14:CC:20:C7:CE:FE,
A4:B8:05:88:85:95,2016-02-27 07:59:43,2016-02-27 07:59:47,-68,9,94:44:52:F7:42:E7,
34:4D:F7:1C:28:C4,2016-02-27 07:59:40,2016-02-27 07:59:43,-68,2,8E:04:FF:ED:A9:41,
8C:3A:E3:70:75:F1,2016-02-27 07:59:42,2016-02-27 07:59:42,-62,1,(not associated),
F0:4F:7C:9F:C8:0D,2016-02-27 07:59:40,2016-02-27 07:59:48,-58,28,AA:66:7F:C5:EC:B0,
5C:AA:FD:6D:10:D1,2016-02-27 07:59:42,2016-02-27 07:59:46,-40,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
D0:E1:40:9A:13:8E,2016-02-27 07:59:46,2016-02-27 07:59:46,-1,1,40:8B:07:23:86:B5,
A4:B8:05:88:85:95,2016-02-27 07:59:58,2016-02-27 08:00:03,-68,18,94:44:52:F7:42:E7,
00:20:00:84:16:F2,2016-02-27 08:00:00,2016-02-27 08:00:00,-66,3,(not associated),hnetwork-2-guest
00:0E:58:E9:24:B5,2016-02-27 07:59:55,2016-02-27 07:59:57,-62,2,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
6C:AD:F8:28:07:EA,2016-02-27 07:59:55,2016-02-27 07:59:55,-62,1,C0:3F:0E:09:75:A4,
D8:30:62:54:8A:0C,2016-02-27 08:00:00,2016-02-27 08:00:00,-58,1,90:EF:68:05:51:D9,
6C:AD:F8:1B:99:41,2016-02-27 07:59:57,2016-02-27 07:59:57,-54,1,10:86:8C:44:07:8E,
20:A2:E4:C2:48:CE,2016-02-27 07:59:59,2016-02-27 08:00:03,-1,13,90:C7:92:32:E7:60,
1C:3E:84:77:17:93,2016-02-27 08:00:00,2016-02-27 08:00:00,-1,2,40:4A:03:DE:C0:D3,
A0:39:F7:79:E5:3A,2016-02-27 08:00:01,2016-02-27 08:00:02,-58,5,EC:1A:59:3B:91:69,
5C:AA:FD:6D:10:D0,2016-02-27 08:00:03,2016-02-27 08:00:03,-1,1,14:CC:20:C7:CE:FE,
5C:AA:FD:46:39:DB,2016-02-27 06:20:58,2016-02-27 06:21:02,-64,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
34:4D:F7:1C:28:C4,2016-02-27 06:20:58,2016-02-27 06:20:58,-62,1,8E:04:FF:ED:A9:41,
6C:AD:F8:28:07:EA,2016-02-27 06:20:58,2016-02-27 06:21:06,-56,214,C0:3F:0E:09:75:A4,
1C:99:4C:2F:B8:6C,2016-02-27 06:21:00,2016-02-27 06:21:04,-54,6,C0:3F:0E:09:75:A4,
DE:16:1F:BC:9D:D2,2016-02-27 06:20:58,2016-02-27 06:21:06,-54,7,00:25:00:FF:94:73,
84:78:8B:81:DC:C4,2016-02-27 06:21:00,2016-02-27 06:21:06,-46,169,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D1,2016-02-27 06:20:58,2016-02-27 06:20:58,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
90:18:7C:7A:FF:F7,2016-02-27 06:21:04,2016-02-27 06:21:04,-56,1,C0:3F:0E:09:75:A4,
04:54:53:0B:D6:AD,2016-02-27 08:00:12,2016-02-27 08:00:12,-68,1,A2:E4:CB:56:21:6C,
5C:AA:FD:46:39:DB,2016-02-27 08:00:11,2016-02-27 08:00:11,-66,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
00:20:00:84:16:F2,2016-02-27 08:00:13,2016-02-27 08:00:13,-64,2,(not associated),hnetwork-2-guest
5C:AA:FD:46:39:DA,2016-02-27 08:00:15,2016-02-27 08:00:15,-64,1,A0:A3:E2:21:6C:85,
6C:AD:F8:28:07:EA,2016-02-27 08:00:14,2016-02-27 08:00:14,-62,6,C0:3F:0E:09:75:A4,
A4:B8:05:88:85:95,2016-02-27 08:00:14,2016-02-27 08:00:15,-62,3,94:44:52:F7:42:E7,
F0:4F:7C:9F:C8:0D,2016-02-27 08:00:15,2016-02-27 08:00:15,-60,1,AA:66:7F:C5:EC:B0,
90:18:7C:7A:FF:F7,2016-02-27 08:00:10,2016-02-27 08:00:14,-44,12,C0:3F:0E:09:75:A4,
20:A2:E4:C2:48:CE,2016-02-27 08:00:13,2016-02-27 08:00:18,-1,12,90:C7:92:32:E7:60,
6C:40:08:4F:6E:9B,2016-02-27 08:00:28,2016-02-27 08:00:28,-72,1,14:CC:20:C7:CE:FE,
64:20:0C:C8:CB:E6,2016-02-27 08:00:29,2016-02-27 08:00:29,-72,1,94:44:52:F7:42:E7,
00:20:00:84:16:F2,2016-02-27 08:00:26,2016-02-27 08:00:26,-68,3,(not associated),hnetwork-2-guest
34:4D:F7:1C:28:C4,2016-02-27 08:00:26,2016-02-27 08:00:26,-68,1,(not associated),
5C:B9:01:56:D6:73,2016-02-27 08:00:25,2016-02-27 08:00:25,-1,1,14:CC:20:C7:CE:FE,
D8:30:62:54:8A:0C,2016-02-27 08:00:30,2016-02-27 08:00:34,-1,72,90:EF:68:05:51:D9,
6C:AD:F8:28:07:EA,2016-02-27 08:00:33,2016-02-27 08:00:33,-60,3,C0:3F:0E:09:75:A4,
20:A2:E4:C2:48:CE,2016-02-27 08:00:33,2016-02-27 08:00:33,-1,7,90:C7:92:32:E7:60,
9C:04:EB:78:55:D6,2016-02-27 08:00:40,2016-02-27 08:00:40,-76,1,C0:4A:00:77:F3:14,
A4:B8:05:88:85:95,2016-02-27 08:00:44,2016-02-27 08:00:44,-68,4,94:44:52:F7:42:E7,
5C:AA:FD:46:39:DB,2016-02-27 08:00:40,2016-02-27 08:00:40,-64,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
5C:AA:FD:46:39:DA,2016-02-27 08:00:45,2016-02-27 08:00:45,-64,1,A0:A3:E2:21:6C:85,
00:0E:58:E9:24:B5,2016-02-27 08:00:44,2016-02-27 08:00:44,-62,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
1C:99:4C:2F:B8:6C,2016-02-27 08:00:40,2016-02-27 08:00:48,-54,7,C0:3F:0E:09:75:A4,
B0:05:94:77:3B:35,2016-02-27 08:00:40,2016-02-27 08:00:40,-1,1,6C:B0:CE:76:24:9C,
20:A2:E4:C2:48:CE,2016-02-27 08:00:40,2016-02-27 08:00:44,-1,14,90:C7:92:32:E7:60,
D8:30:62:54:8A:0C,2016-02-27 08:00:41,2016-02-27 08:00:45,-1,3,90:EF:68:05:51:D9,
04:54:53:0B:D6:AD,2016-02-27 08:00:47,2016-02-27 08:00:47,-68,1,A2:E4:CB:56:21:6C,
E8:AB:FA:50:2F:E4,2016-02-27 08:00:58,2016-02-27 08:00:58,-64,1,A2:E4:CB:56:21:6C,
F0:4F:7C:9F:C8:0D,2016-02-27 08:00:55,2016-02-27 08:01:04,-56,15,AA:66:7F:C5:EC:B0,
20:A2:E4:C2:48:CE,2016-02-27 08:00:58,2016-02-27 08:01:03,-1,2,90:C7:92:32:E7:60,
6C:AD:F8:1B:99:41,2016-02-27 08:00:59,2016-02-27 08:00:59,-1,1,10:86:8C:44:07:8E,
A4:B8:05:CE:47:9E,2016-02-27 08:01:03,2016-02-27 08:01:03,-1,3,F8:ED:A5:62:46:40,
00:0E:58:E9:24:B5,2016-02-27 08:01:10,2016-02-27 08:01:10,-62,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
20:A2:E4:C2:48:CE,2016-02-27 08:01:13,2016-02-27 08:01:18,-1,22,90:C7:92:32:E7:60,
A0:39:F7:79:E5:3A,2016-02-27 08:01:17,2016-02-27 08:01:17,-60,3,(not associated),
90:18:7C:7A:FF:F7,2016-02-27 08:01:18,2016-02-27 08:01:18,-44,2,C0:3F:0E:09:75:A4,
64:20:0C:C8:CB:E6,2016-02-27 08:01:18,2016-02-27 08:01:18,-72,2,94:44:52:F7:42:E7,
00:20:00:84:16:F2,2016-02-27 08:01:25,2016-02-27 08:01:33,-68,3,(not associated),hnetwork-2-guest
F0:4F:7C:9F:C8:0D,2016-02-27 08:01:30,2016-02-27 08:01:34,-56,108,AA:66:7F:C5:EC:B0,
90:18:7C:7A:FF:F7,2016-02-27 08:01:25,2016-02-27 08:01:25,-42,4,C0:3F:0E:09:75:A4,
5C:AA:FD:46:39:DA,2016-02-27 08:01:45,2016-02-27 08:01:45,-64,1,A0:A3:E2:21:6C:85,
FC:C2:DE:C7:D8:32,2016-02-27 08:01:41,2016-02-27 08:01:41,-60,1,90:EF:68:05:51:D9,
F0:4F:7C:9F:C8:0D,2016-02-27 08:01:43,2016-02-27 08:01:49,-58,49,AA:66:7F:C5:EC:B0,
6C:AD:F8:28:07:EA,2016-02-27 08:01:42,2016-02-27 08:01:48,-54,6,C0:3F:0E:09:75:A4,64oz
6C:AD:F8:1B:99:41,2016-02-27 08:01:40,2016-02-27 08:01:40,-1,3,10:86:8C:44:07:8E,
20:A2:E4:C2:48:CE,2016-02-27 08:01:44,2016-02-27 08:01:48,-1,4,90:C7:92:32:E7:60,
6C:40:08:4F:6E:9B,2016-02-27 08:01:48,2016-02-27 08:01:48,-1,31,14:CC:20:C7:CE:FE,
5C:AA:FD:6D:10:D0,2016-02-27 08:01:48,2016-02-27 08:01:48,-1,1,14:CC:20:C7:CE:FE,
5C:AA:FD:6D:10:D1,2016-02-27 08:01:48,2016-02-27 08:01:48,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
90:18:7C:7A:FF:F7,2016-02-27 08:01:48,2016-02-27 08:01:48,-42,7,C0:3F:0E:09:75:A4,
B0:34:95:48:38:54,2016-02-27 08:01:59,2016-02-27 08:01:59,-72,1,(not associated),
00:20:00:84:16:F2,2016-02-27 08:01:59,2016-02-27 08:01:59,-68,1,(not associated),hnetwork-2-guest
F0:4F:7C:9F:C8:0D,2016-02-27 08:01:55,2016-02-27 08:02:04,-58,40,AA:66:7F:C5:EC:B0,
20:A2:E4:C2:48:CE,2016-02-27 08:01:55,2016-02-27 08:01:59,-1,17,90:C7:92:32:E7:60,
90:18:7C:7A:FF:F7,2016-02-27 08:02:02,2016-02-27 08:02:02,-44,5,C0:3F:0E:09:75:A4,
6C:AD:F8:28:07:EA,2016-02-27 08:02:02,2016-02-27 08:02:02,-1,3,C0:3F:0E:09:75:A4,
00:0E:58:E9:24:B5,2016-02-27 08:02:03,2016-02-27 08:02:03,-60,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
6C:AD:F8:1B:99:41,2016-02-27 08:02:03,2016-02-27 08:02:03,-54,4,10:86:8C:44:07:8E,
28:92:4A:C5:8D:3C,2016-02-27 08:02:14,2016-02-27 08:02:14,-66,2,00:1D:D5:83:D5:40,
DA:A1:19:49:B9:90,2016-02-27 08:02:15,2016-02-27 08:02:15,-66,1,(not associated),
5C:AA:FD:46:39:DA,2016-02-27 08:02:15,2016-02-27 08:02:15,-64,1,A0:A3:E2:21:6C:85,
6C:AD:F8:28:07:EA,2016-02-27 08:02:10,2016-02-27 08:02:10,-60,2,C0:3F:0E:09:75:A4,
F0:4F:7C:9F:C8:0D,2016-02-27 08:02:11,2016-02-27 08:02:19,-58,73,AA:66:7F:C5:EC:B0,
90:18:7C:7A:FF:F7,2016-02-27 08:02:14,2016-02-27 08:02:14,-44,1,C0:3F:0E:09:75:A4,
5C:AA:FD:6D:10:D1,2016-02-27 08:02:14,2016-02-27 08:02:18,-40,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
20:A2:E4:C2:48:CE,2016-02-27 08:02:14,2016-02-27 08:02:18,-1,12,90:C7:92:32:E7:60,
40:B8:9A:5C:E1:03,2016-02-27 08:02:25,2016-02-27 08:02:25,-70,1,(not associated),
34:4D:F7:1C:28:C4,2016-02-27 08:02:26,2016-02-27 08:02:26,-62,1,(not associated),
F0:4F:7C:9F:C8:0D,2016-02-27 08:02:30,2016-02-27 08:02:34,-58,68,AA:66:7F:C5:EC:B0,
D8:30:62:54:8A:0C,2016-02-27 08:02:30,2016-02-27 08:02:30,-1,2,90:EF:68:05:51:D9,
5C:AA:FD:6D:10:D1,2016-02-27 08:02:33,2016-02-27 08:02:33,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
90:18:7C:7A:FF:F7,2016-02-27 08:02:33,2016-02-27 08:02:33,-44,10,C0:3F:0E:09:75:A4,
F4:7B:5E:32:91:FE,2016-02-27 06:21:13,2016-02-27 06:21:22,-68,2,(not associated),Deeznuts
5C:AA:FD:46:39:DB,2016-02-27 06:21:17,2016-02-27 06:21:17,-64,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
6C:AD:F8:28:07:EA,2016-02-27 06:21:15,2016-02-27 06:21:21,-56,147,C0:3F:0E:09:75:A4,
DE:16:1F:BC:9D:D2,2016-02-27 06:21:13,2016-02-27 06:21:21,-54,3,00:25:00:FF:94:73,
D0:E1:40:9A:13:8E,2016-02-27 06:21:15,2016-02-27 06:21:15,-44,2,40:8B:07:23:86:B5,
6C:AD:F8:1B:99:41,2016-02-27 06:21:16,2016-02-27 06:21:16,-1,2,10:86:8C:44:07:8E,
20:A2:E4:C2:48:CE,2016-02-27 06:21:19,2016-02-27 06:21:19,-1,3,90:C7:92:32:E7:60,
5C:B9:01:56:D6:73,2016-02-27 06:21:20,2016-02-27 06:21:20,-1,1,14:CC:20:C7:CE:FE,
9C:D2:1E:D4:6C:1F,2016-02-27 08:02:42,2016-02-27 08:02:42,-74,1,(not associated),
5C:AA:FD:46:39:DA,2016-02-27 08:02:45,2016-02-27 08:02:45,-64,1,A0:A3:E2:21:6C:85,
D8:30:62:54:8A:0C,2016-02-27 08:02:40,2016-02-27 08:02:45,-62,2,90:EF:68:05:51:D9,
F0:4F:7C:9F:C8:0D,2016-02-27 08:02:44,2016-02-27 08:02:44,-58,8,AA:66:7F:C5:EC:B0,
1C:99:4C:2F:B8:6C,2016-02-27 08:02:44,2016-02-27 08:02:44,-54,2,C0:3F:0E:09:75:A4,
6C:AD:F8:28:07:EA,2016-02-27 08:02:44,2016-02-27 08:02:44,-54,1,(not associated),64oz
5C:AA:FD:6D:10:D1,2016-02-27 08:02:44,2016-02-27 08:02:48,-40,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
20:A2:E4:C2:48:CE,2016-02-27 08:02:41,2016-02-27 08:02:48,-1,10,90:C7:92:32:E7:60,
D0:25:98:5F:1F:77,2016-02-27 08:02:45,2016-02-27 08:02:45,-1,1,A0:A3:E2:21:6C:85,
5C:AA:FD:46:39:DB,2016-02-27 08:02:49,2016-02-27 08:02:49,-64,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
F0:4F:7C:9F:C8:0D,2016-02-27 08:02:55,2016-02-27 08:03:04,-58,81,AA:66:7F:C5:EC:B0,
1C:99:4C:2F:B8:6C,2016-02-27 08:02:59,2016-02-27 08:02:59,-54,6,C0:3F:0E:09:75:A4,
D8:30:62:54:8A:0C,2016-02-27 08:02:55,2016-02-27 08:02:55,-1,1,90:EF:68:05:51:D9,
00:20:00:84:16:F2,2016-02-27 08:03:02,2016-02-27 08:03:04,-58,2,(not associated),hnetwork-2-guest
5C:AA:FD:6D:10:D1,2016-02-27 08:03:03,2016-02-27 08:03:03,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
20:A2:E4:C2:48:CE,2016-02-27 08:03:03,2016-02-27 08:03:03,-1,7,90:C7:92:32:E7:60,
00:20:00:84:16:F2,2016-02-27 08:03:15,2016-02-27 08:03:16,-68,4,(not associated),hnetwork-2-guest
B0:34:95:48:38:54,2016-02-27 08:03:13,2016-02-27 08:03:13,-68,1,(not associated),
F0:4F:7C:9F:C8:0D,2016-02-27 08:03:11,2016-02-27 08:03:19,-60,175,AA:66:7F:C5:EC:B0,
D8:30:62:54:8A:0C,2016-02-27 08:03:11,2016-02-27 08:03:11,-54,1,90:EF:68:05:51:D9,
5C:AA:FD:6D:10:D1,2016-02-27 08:03:10,2016-02-27 08:03:18,-40,3,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
20:A2:E4:C2:48:CE,2016-02-27 08:03:17,2016-02-27 08:03:18,-1,3,90:C7:92:32:E7:60,
64:20:0C:C8:CB:E6,2016-02-27 08:03:25,2016-02-27 08:03:25,-70,1,94:44:52:F7:42:E7,
04:54:53:0B:D6:AD,2016-02-27 08:03:28,2016-02-27 08:03:28,-70,1,A2:E4:CB:56:21:6C,
A4:B8:05:88:85:95,2016-02-27 08:03:29,2016-02-27 08:03:29,-62,2,94:44:52:F7:42:E7,
F0:4F:7C:9F:C8:0D,2016-02-27 08:03:25,2016-02-27 08:03:34,-58,230,AA:66:7F:C5:EC:B0,
20:A2:E4:C2:48:CE,2016-02-27 08:03:29,2016-02-27 08:03:33,-1,4,90:C7:92:32:E7:60,
C0:CE:CD:2B:0A:37,2016-02-27 08:03:29,2016-02-27 08:03:29,-1,3,90:C7:92:32:E7:60,
5C:B9:01:56:D6:73,2016-02-27 08:03:33,2016-02-27 08:03:33,-1,1,14:CC:20:C7:CE:FE,
64:20:0C:C8:CB:E6,2016-02-27 08:03:41,2016-02-27 08:03:41,-72,1,94:44:52:F7:42:E7,
00:20:00:84:16:F2,2016-02-27 08:03:41,2016-02-27 08:03:49,-66,5,(not associated),hnetwork-2-guest
5C:AA:FD:46:39:DB,2016-02-27 08:03:45,2016-02-27 08:03:45,-66,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
00:0E:58:E9:24:B5,2016-02-27 08:03:44,2016-02-27 08:03:44,-62,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
D8:30:62:54:8A:0C,2016-02-27 08:03:45,2016-02-27 08:03:45,-62,1,90:EF:68:05:51:D9,
F0:4F:7C:9F:C8:0D,2016-02-27 08:03:40,2016-02-27 08:03:49,-58,106,AA:66:7F:C5:EC:B0,
1C:99:4C:2F:B8:6C,2016-02-27 08:03:43,2016-02-27 08:03:43,-56,1,C0:3F:0E:09:75:A4,
5C:AA:FD:6D:10:D1,2016-02-27 08:03:40,2016-02-27 08:03:44,-40,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
20:A2:E4:C2:48:CE,2016-02-27 08:03:44,2016-02-27 08:03:44,-1,2,90:C7:92:32:E7:60,
C0:CE:CD:2B:0A:37,2016-02-27 08:03:44,2016-02-27 08:03:44,-1,6,90:C7:92:32:E7:60,
A4:B8:05:88:85:95,2016-02-27 08:03:59,2016-02-27 08:03:59,-66,1,94:44:52:F7:42:E7,
F0:4F:7C:9F:C8:0D,2016-02-27 08:03:55,2016-02-27 08:04:04,-58,218,AA:66:7F:C5:EC:B0,
90:18:7C:7A:FF:F7,2016-02-27 08:03:59,2016-02-27 08:03:59,-42,1,C0:3F:0E:09:75:A4,
20:A2:E4:C2:48:CE,2016-02-27 08:03:59,2016-02-27 08:04:03,-1,9,90:C7:92:32:E7:60,
5C:AA:FD:46:39:DA,2016-02-27 08:04:15,2016-02-27 08:04:15,-64,1,A0:A3:E2:21:6C:85,
00:0E:58:E9:24:B5,2016-02-27 08:04:11,2016-02-27 08:04:14,-62,2,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
D8:30:62:54:8A:0C,2016-02-27 08:04:11,2016-02-27 08:04:11,-60,2,90:EF:68:05:51:D9,
5C:AA:FD:6D:10:D1,2016-02-27 08:04:10,2016-02-27 08:04:10,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
20:A2:E4:C2:48:CE,2016-02-27 08:04:11,2016-02-27 08:04:19,-1,17,90:C7:92:32:E7:60,
F0:4F:7C:9F:C8:0D,2016-02-27 08:04:14,2016-02-27 08:04:19,-56,33,AA:66:7F:C5:EC:B0,
5C:B9:01:56:D6:73,2016-02-27 08:04:14,2016-02-27 08:04:14,-1,2,14:CC:20:C7:CE:FE,
B0:34:95:48:38:54,2016-02-27 08:04:25,2016-02-27 08:04:25,-70,1,(not associated),
5C:AA:FD:46:39:DB,2016-02-27 08:04:30,2016-02-27 08:04:30,-66,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
20:A2:E4:C2:48:CE,2016-02-27 08:04:30,2016-02-27 08:04:34,-1,9,90:C7:92:32:E7:60,
E8:AB:FA:50:2F:E4,2016-02-27 08:04:32,2016-02-27 08:04:32,-70,1,A2:E4:CB:56:21:6C,
90:18:7C:7A:FF:F7,2016-02-27 08:04:33,2016-02-27 08:04:33,-42,1,C0:3F:0E:09:75:A4,
F0:4F:7C:9F:C8:0D,2016-02-27 08:04:34,2016-02-27 08:04:34,-56,32,AA:66:7F:C5:EC:B0,
64:20:0C:C8:CB:E6,2016-02-27 08:04:41,2016-02-27 08:04:41,-70,1,94:44:52:F7:42:E7,
6C:AD:F8:5F:EF:9D,2016-02-27 08:04:41,2016-02-27 08:04:41,-66,3,E8:3E:FC:9F:45:10,
5C:AA:FD:46:39:DA,2016-02-27 08:04:45,2016-02-27 08:04:45,-66,1,A0:A3:E2:21:6C:85,
5C:AA:FD:46:39:DB,2016-02-27 08:04:41,2016-02-27 08:04:41,-64,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
00:0E:58:E9:24:B5,2016-02-27 08:04:41,2016-02-27 08:04:41,-62,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
00:20:00:84:16:F2,2016-02-27 08:04:40,2016-02-27 08:04:40,-60,1,(not associated),
6C:AD:F8:28:07:EA,2016-02-27 08:04:44,2016-02-27 08:04:48,-58,6,C0:3F:0E:09:75:A4,
F0:4F:7C:9F:C8:0D,2016-02-27 08:04:45,2016-02-27 08:04:49,-58,103,AA:66:7F:C5:EC:B0,
20:A2:E4:C2:48:CE,2016-02-27 08:04:41,2016-02-27 08:04:49,-1,24,90:C7:92:32:E7:60,
90:68:C3:C1:2E:C1,2016-02-27 08:05:00,2016-02-27 08:05:00,-76,1,C0:4A:00:77:F3:14,
00:20:00:84:16:F2,2016-02-27 08:05:00,2016-02-27 08:05:00,-68,1,(not associated),hnetwork-2-guest
F0:4F:7C:9F:C8:0D,2016-02-27 08:04:59,2016-02-27 08:05:04,-58,62,AA:66:7F:C5:EC:B0,
34:4D:F7:1C:28:C4,2016-02-27 08:04:56,2016-02-27 08:04:56,-52,1,(not associated),
